"","Observed","Shannon","Simpson","nationality"
"Sample.197",103,3.23943649465246,0.897358625346435,"AAM"
"Sample.198",100,2.52822554672477,0.791247105362888,"AAM"
"Sample.199",100,3.07524448035416,0.889618755353498,"AAM"
"Sample.200",99,1.60628722745293,0.556537316775315,"AAM"
"Sample.201",99,2.96393079956217,0.875199344639446,"AAM"
"Sample.202",99,2.24419746514744,0.75393010399193,"AAM"
"Sample.203",105,3.25643886733174,0.908987673125049,"AAM"
"Sample.204",100,2.18910079960834,0.76348840296226,"AAM"
"Sample.205",100,2.88728321491362,0.855958962946754,"AAM"
"Sample.206",98,1.32808615406701,0.459622221013631,"AAM"
"Sample.207",102,1.64885298066687,0.561510232757228,"AFR"
"Sample.208",103,1.79735367260009,0.603780505102092,"AFR"
"Sample.209",104,1.3752481627568,0.453555607884119,"AFR"
"Sample.210",104,1.25550756639623,0.424740642182462,"AFR"
"Sample.211",104,2.76476742322415,0.859156038358118,"AFR"
"Sample.212",101,1.36442491176338,0.490103727349315,"AFR"
"Sample.213",109,2.04912375611618,0.685352245136186,"AFR"
"Sample.214",103,2.02830734130471,0.655501051523551,"AFR"
"Sample.215",102,3.07089574997956,0.911806624141684,"AFR"
"Sample.216",105,2.75343739224903,0.869396559912116,"AFR"
"Sample.217",104,2.52171563473263,0.795643377853735,"AFR"
"Sample.218",102,2.51270219909195,0.782572820241246,"AFR"
"Sample.219",100,2.70225775471183,0.871403377716679,"AFR"
"Sample.220",103,1.90384225451297,0.649356669542707,"AFR"
"Sample.221",104,2.82288773663059,0.875478547179666,"AFR"
"Sample.222",104,3.23652166397545,0.928473577180153,"AFR"
